,GazePointLeftX (ADCSpx),GazePointRightX (ADCSpx),GazeEventType
8040,1741.0,1798.0,Saccade
8041,1451.0,1657.0,Saccade
8042,,1546.0,Saccade
8043,1314.0,1435.0,Saccade
8044,1224.0,1374.0,Saccade
8045,,1351.0,Fixation
8046,1228.0,1347.0,Fixation
8047,1221.0,1344.0,Fixation
8048,,1345.0,Fixation
8049,1215.0,1346.0,Fixation
8050,1214.0,1348.0,Fixation
8051,,1342.0,Fixation
8052,1223.0,1341.0,Fixation
8053,1231.0,1356.0,Fixation
8054,,1309.0,Fixation
8055,1219.0,1308.0,Fixation
8056,1224.0,1303.0,Fixation
8057,,1327.0,Fixation
8058,1226.0,1325.0,Fixation
8059,1225.0,1328.0,Fixation
8060,,1351.0,Fixation
8061,1173.0,1352.0,Saccade
8062,1100.0,1263.0,Saccade
8063,,1196.0,Saccade
8064,1076.0,1175.0,Fixation
8065,1064.0,1171.0,Fixation
8066,,1151.0,Fixation
8067,1082.0,1146.0,Fixation
8068,1075.0,1146.0,Fixation
8069,,1158.0,Fixation
8070,1081.0,1159.0,Fixation
8071,1085.0,1160.0,Fixation
8072,,1190.0,Fixation
8073,1067.0,1187.0,Fixation
8074,1064.0,1203.0,Fixation
8075,,1185.0,Fixation
8076,1066.0,1188.0,Fixation
8077,1063.0,1185.0,Fixation
8078,,1189.0,Fixation
8079,1070.0,1183.0,Fixation
8080,1064.0,1184.0,Fixation
8081,,1195.0,Fixation
8082,1067.0,1194.0,Fixation
8083,1068.0,1195.0,Fixation
8084,,1211.0,Fixation
8085,1069.0,1211.0,Fixation
8086,1066.0,1177.0,Fixation
8087,,1174.0,Fixation
8088,1075.0,1177.0,Fixation
8089,1086.0,1175.0,Fixation
8090,,1194.0,Fixation
8091,1081.0,1194.0,Fixation
8092,1071.0,1197.0,Fixation
8093,,1180.0,Fixation
8094,1077.0,1182.0,Fixation
8095,1081.0,1183.0,Fixation
8096,,1169.0,Fixation
8097,1079.0,1169.0,Fixation
8098,1083.0,1172.0,Fixation
8099,,1193.0,Fixation
8100,1083.0,1203.0,Fixation
8101,1079.0,1204.0,Fixation
8102,,1201.0,Fixation
8103,1088.0,1195.0,Fixation
8104,1098.0,1192.0,Fixation
8105,,1188.0,Fixation
8106,1093.0,1189.0,Fixation
8107,1090.0,1194.0,Fixation
8108,,1193.0,Fixation
8109,1095.0,1198.0,Fixation
8110,1092.0,1209.0,Fixation
8111,,1182.0,Fixation
8112,1084.0,1194.0,Fixation
8113,1095.0,1196.0,Fixation
8114,,1179.0,Fixation
8115,1109.0,1183.0,Fixation
8116,1104.0,1185.0,Fixation
8117,,1185.0,Fixation
8118,1096.0,1189.0,Saccade
8119,1077.0,1181.0,Unclassified
8120,,,Unclassified
8121,,,Unclassified
8122,,,Unclassified
8123,,,Unclassified
8124,,,Unclassified
8125,,,Unclassified
8126,,,Unclassified
8127,,,Unclassified
8128,,,Unclassified
8129,,,Unclassified
8130,,,Unclassified
8131,,,Unclassified
8132,,653.0,Unclassified
8133,541.0,655.0,Saccade
8134,587.0,682.0,Saccade
8135,563.0,703.0,Saccade
8136,585.0,745.0,Saccade
8137,619.0,744.0,Unclassified
8138,,697.0,Saccade
8139,619.0,676.0,Fixation
8140,622.0,678.0,Fixation
8141,622.0,712.0,Fixation
8142,608.0,711.0,Fixation
8143,607.0,689.0,Fixation
8144,608.0,691.0,Fixation
8145,621.0,699.0,Fixation
8146,616.0,706.0,Fixation
8147,624.0,702.0,Fixation
8148,634.0,703.0,Fixation
8149,647.0,712.0,Fixation
8150,,707.0,Saccade
8151,633.0,712.0,Unclassified
8152,662.0,710.0,Unclassified
8153,662.0,709.0,Unclassified
8154,680.0,715.0,Saccade
8155,722.0,757.0,Saccade
8156,733.0,825.0,Saccade
8157,772.0,1013.0,Saccade
8158,1044.0,1243.0,Saccade
8159,1248.0,1416.0,Saccade
8160,1427.0,1569.0,Saccade
8161,1599.0,1649.0,Saccade
8162,1599.0,1675.0,Fixation
8163,1569.0,1677.0,Fixation
8164,,,Fixation
8165,1580.0,1677.0,Fixation
8166,1589.0,1679.0,Fixation
8167,,,Fixation
8168,1580.0,1680.0,Fixation
8169,1581.0,1676.0,Fixation
8170,1596.0,1685.0,Saccade
8171,1597.0,1695.0,Fixation
8172,1595.0,1688.0,Fixation
8173,1648.0,1681.0,Fixation
8174,1648.0,1695.0,Fixation
8175,1647.0,1687.0,Fixation
8176,1664.0,1718.0,Fixation
8177,1665.0,1692.0,Fixation
8178,1678.0,1697.0,Fixation
8179,1618.0,1696.0,Fixation
8180,1624.0,1657.0,Fixation
8181,1614.0,1662.0,Fixation
8182,1655.0,1660.0,Fixation
8183,1666.0,1690.0,Fixation
8184,1637.0,1689.0,Fixation
8185,1656.0,1689.0,Fixation
8186,1652.0,1686.0,Fixation
8187,1651.0,1686.0,Fixation
8188,1625.0,1683.0,Saccade
8189,1657.0,1721.0,Saccade
8190,1759.0,1811.0,Saccade
8191,1919.0,1966.0,Saccade
8192,2106.0,2122.0,Saccade
8193,2249.0,2276.0,Saccade
8194,2374.0,2437.0,Saccade
8195,2541.0,,Saccade
8196,2706.0,2565.0,Saccade
8197,2718.0,2566.0,Saccade
8198,2716.0,2605.0,Saccade
8199,2710.0,2765.0,Saccade
8200,2813.0,,Saccade
8201,2817.0,2897.0,Saccade
8202,2870.0,2897.0,Saccade
8203,,,Saccade
8204,,,Saccade
8205,,,Saccade
8206,,,Saccade
8207,,,Saccade
