,GazePointLeftX (ADCSpx),GazePointRightX (ADCSpx),GazeEventType
201197,1295.0,1372.0,Fixation
201198,1297.0,1374.0,Fixation
201199,,,Fixation
201200,1295.0,1371.0,Fixation
201201,1295.0,1367.0,Fixation
201202,1245.0,1368.0,Fixation
201203,1246.0,1371.0,Fixation
201204,1262.0,1367.0,Fixation
201205,1264.0,1360.0,Fixation
201206,1293.0,1357.0,Fixation
201207,1293.0,1386.0,Fixation
201208,1286.0,1383.0,Fixation
201209,1289.0,1381.0,Fixation
201210,1289.0,1357.0,Fixation
201211,1309.0,1359.0,Fixation
201212,1299.0,1358.0,Fixation
201213,1257.0,1359.0,Fixation
201214,1253.0,1363.0,Fixation
201215,1295.0,1367.0,Fixation
201216,1295.0,1361.0,Fixation
201217,1285.0,1359.0,Fixation
201218,1282.0,1357.0,Fixation
201219,1282.0,1372.0,Fixation
201220,1231.0,1367.0,Fixation
201221,1233.0,1376.0,Fixation
201222,1229.0,1355.0,Fixation
201223,1229.0,1359.0,Fixation
201224,1228.0,1381.0,Fixation
201225,1241.0,1375.0,Fixation
201226,1243.0,1371.0,Fixation
201227,1287.0,1371.0,Fixation
201228,1287.0,1380.0,Fixation
201229,1300.0,1388.0,Fixation
201230,1300.0,1384.0,Fixation
201231,1300.0,1378.0,Fixation
201232,1286.0,1380.0,Fixation
201233,1294.0,1382.0,Fixation
201234,1294.0,1388.0,Fixation
201235,1252.0,1384.0,Fixation
201236,1247.0,1367.0,Fixation
201237,1269.0,1373.0,Fixation
201238,1283.0,1374.0,Fixation
201239,1274.0,1371.0,Fixation
201240,1283.0,1375.0,Saccade
201241,1287.0,,Unclassified
201242,,,Unclassified
201243,,,Unclassified
201244,,,Unclassified
201245,,,Unclassified
201246,,,Unclassified
201247,,,Unclassified
201248,,,Unclassified
201249,,,Unclassified
201250,,,Unclassified
201251,,,Unclassified
201252,,,Unclassified
201253,,1108.0,Unclassified
201254,1042.0,1134.0,Saccade
201255,1020.0,1180.0,Unclassified
201256,1045.0,1180.0,Saccade
201257,1065.0,1160.0,Fixation
201258,1065.0,1180.0,Fixation
201259,1063.0,1180.0,Fixation
201260,1061.0,1165.0,Fixation
201261,1061.0,1126.0,Fixation
201262,1066.0,1123.0,Fixation
201263,1082.0,1128.0,Fixation
201264,1082.0,1155.0,Fixation
201265,1083.0,1159.0,Fixation
201266,1070.0,1159.0,Fixation
201267,1070.0,1149.0,Fixation
201268,1061.0,1146.0,Fixation
201269,1063.0,1152.0,Fixation
201270,1040.0,1150.0,Fixation
201271,1040.0,1151.0,Fixation
201272,1061.0,1147.0,Fixation
201273,1061.0,1161.0,Fixation
201274,1077.0,1157.0,Fixation
201275,1083.0,1156.0,Fixation
201276,1083.0,1128.0,Fixation
201277,1123.0,1157.0,Saccade
201278,1183.0,1206.0,Saccade
201279,,1315.0,Saccade
201280,1221.0,1342.0,Fixation
201281,1208.0,1343.0,Fixation
201282,,1276.0,Fixation
201283,1217.0,1276.0,Fixation
201284,1225.0,1275.0,Fixation
201285,,1279.0,Fixation
201286,1220.0,1277.0,Fixation
201287,1224.0,1276.0,Fixation
201288,,1278.0,Fixation
201289,1234.0,1281.0,Fixation
201290,1233.0,1282.0,Fixation
201291,,,Fixation
201292,1232.0,1287.0,Fixation
201293,1228.0,1288.0,Fixation
201294,,1311.0,Fixation
201295,1216.0,1305.0,Fixation
201296,1207.0,1301.0,Fixation
201297,,1275.0,Fixation
201298,1212.0,1276.0,Fixation
201299,1222.0,1282.0,Fixation
201300,,1285.0,Fixation
201301,1231.0,1289.0,Fixation
201302,1232.0,1288.0,Fixation
201303,,1297.0,Fixation
201304,1214.0,1298.0,Fixation
201305,1227.0,1324.0,Saccade
201306,,1353.0,Saccade
201307,1345.0,1450.0,Saccade
201308,1474.0,1534.0,Saccade
201309,,1578.0,Saccade
201310,1493.0,1580.0,Unclassified
201311,1488.0,1578.0,Unclassified
201312,,1562.0,Unclassified
