Timestamp,GazeEventType,Focus
84855,1,1
84856,1,1
84857,1,1
84858,1,1
84859,1,1
84860,1,1
84861,1,1
84862,1,1
84863,1,1
84864,1,1
84865,1,1
84866,1,1
84867,1,1
84868,1,1
84869,1,1
84870,0,1
84871,0,1
84872,0,1
84873,0,0
84874,0,0
84875,0,0
84876,0,0
84877,0,0
84878,0,0
84879,0,0
84880,0,0
84881,0,0
84882,0,0
84883,0,0
84884,0,0
84885,0,0
84886,0,0
84887,0,0
84888,0,0
84889,0,0
84890,0,0
84891,0,0
84892,0,0
84893,0,1
84894,0,1
84895,0,1
84896,1,1
84897,1,1
84898,1,1
84899,1,1
84900,1,1
84901,1,1
84902,1,1
84903,1,1
84904,1,1
84905,1,1
84906,1,1
84907,1,1
84908,1,1
84909,1,1
84910,1,1
84911,1,1
84912,1,1
84913,1,1
84914,1,1
84915,1,1
84916,1,1
84917,1,1
84918,1,1
84919,1,1
84920,1,1
84921,1,1
84922,0,1
84923,0,1
84924,0,1
84925,0,1
84926,0,1
84927,0,1
84928,0,1
84929,0,1
84930,0,1
84931,0,1
84932,0,1
84933,0,1
84934,0,1
84935,0,1
84936,0,1
84937,1,1
84938,1,1
84939,1,1
84940,1,1
84941,1,1
84942,1,1
84943,1,1
84944,1,1
84945,1,1
84946,1,1
84947,1,1
84948,1,1
84949,1,1
84950,1,1
84951,1,1
84952,0,1
84953,0,1
84954,0,1
84955,0,1
84956,0,1
84957,1,1
84958,1,1
84959,1,1
84960,1,1
84961,1,1
84962,1,1
84963,1,1
84964,1,1
84965,1,1
84966,1,1
84967,1,1
84968,1,1
84969,1,1
84970,1,1
84971,1,1
84972,1,1
84973,1,1
84974,0,1
84975,0,1
84976,0,1
84977,0,1
84978,0,1
84979,0,1
84980,1,1
84981,1,1
84982,1,1
84983,1,1
84984,1,1
84985,1,1
84986,1,1
84987,1,1
84988,1,1
84989,1,1
84990,1,1
84991,1,1
84992,1,1
84993,1,1
84994,1,1
84995,1,1
84996,1,1
84997,1,1
84998,1,1
84999,1,1
85000,1,1
85001,1,1
85002,1,1
85003,1,1
85004,1,1
85005,1,1
85006,1,1
85007,1,1
85008,1,1
85009,1,1
85010,1,1
85011,1,1
85012,1,1
85013,1,1
85014,1,1
85015,1,1
85016,1,1
85017,1,1
85018,1,1
85019,1,1
85020,1,1
85021,1,1
85022,1,1
85023,1,1
85024,1,1
85025,1,1
85026,1,1
85027,1,1
85028,1,1
85029,1,1
85030,1,1
85031,1,1
85032,1,1
85033,0,1
85034,0,1
85035,0,1
85036,0,1
85037,0,1
85038,0,1
85039,1,1
85040,1,1
85041,1,1
85042,1,1
85043,1,1
85044,1,1
85045,1,1
85046,1,1
85047,1,1
85048,1,1
85049,1,1
85050,1,1
85051,1,1
85052,1,1
85053,1,1
85054,1,1
85055,1,1
85056,1,1
85057,1,1
85058,1,1
85059,1,1
85060,1,1
85061,1,1
85062,1,1
85063,1,1
85064,1,1
85065,1,1
85066,1,1
85067,1,1
85068,1,1
85069,1,1
85070,1,1
85071,0,1
85072,0,1
85073,0,1
85074,0,1
85075,0,1
85076,0,1
85077,0,1
85078,0,1
85079,0,1
85080,0,1
85081,0,1
85082,0,1
85083,0,1
85084,0,1
85085,0,1
85086,0,1
85087,0,1
85088,0,1
85089,0,1
85090,0,1
85091,0,1
85092,0,1
85093,0,1
85094,0,1
85095,0,1
85096,0,1
85097,0,1
85098,0,1
85099,0,1
85100,0,1
85101,0,1
85102,0,1
85103,0,1
85104,0,1
85105,0,1
85106,0,1
85107,0,1
85108,0,1
85109,0,1
85110,0,1
85111,0,1
85112,0,1
85113,0,1
85114,0,1
85115,0,1
85116,0,1
85117,0,1
85118,0,1
85119,0,1
85120,0,1
85121,0,1
85122,0,1
85123,0,1
85124,0,1
85125,0,1
85126,0,1
85127,1,1
85128,1,1
85129,1,1
85130,1,1
85131,1,1
85132,1,1
85133,1,1
85134,1,1
85135,1,1
85136,1,1
85137,1,1
85138,1,1
85139,1,1
85140,1,1
85141,1,1
85142,1,1
85143,1,1
85144,1,1
85145,1,1
85146,1,1
85147,1,1
85148,1,1
85149,1,1
85150,1,1
85151,1,1
85152,1,1
85153,1,1
85154,1,1
85155,1,1
85156,1,1
85157,1,1
85158,1,1
85159,1,1
85160,1,1
85161,1,1
85162,1,1
85163,0,1
85164,1,1
85165,1,1
85166,1,1
85167,1,1
85168,1,1
85169,1,1
85170,1,1
85171,1,1
85172,0,1
85173,0,1
85174,0,1
85175,0,1
85176,0,1
85177,0,1
85178,0,1
85179,0,1
85180,0,1
85181,0,1
85182,0,1
85183,0,1
85184,0,1
85185,0,1
85186,0,1
85187,0,1
85188,0,1
85189,1,1
