Timestamp,GazeEventType,Focus
60430,0,1
60431,0,1
60432,0,1
60433,0,1
60434,0,1
60435,0,1
60436,0,1
60437,0,1
60438,0,1
60439,1,1
60440,1,1
60441,1,1
60442,1,1
60443,1,1
60444,1,1
60445,1,1
60446,1,1
60447,1,1
60448,1,1
60449,1,1
60450,1,1
60451,1,1
60452,1,1
60453,1,1
60454,1,1
60455,1,1
60456,1,1
60457,1,1
60458,1,1
60459,1,1
60460,1,1
60461,1,1
60462,1,1
60463,1,1
60464,1,1
60465,1,1
60466,1,1
60467,1,1
60468,1,1
60469,1,1
60470,1,1
60471,1,1
60472,1,1
60473,1,1
60474,1,1
60475,1,1
60476,1,1
60477,1,1
60478,1,1
60479,1,1
60480,1,1
60481,1,1
60482,1,1
60483,1,1
60484,1,1
60485,1,1
60486,1,1
60487,1,1
60488,1,1
60489,1,1
60490,1,1
60491,1,1
60492,1,1
60493,1,1
60494,0,1
60495,0,1
60496,0,1
60497,0,1
60498,0,1
60499,0,1
60500,0,1
60501,1,1
60502,1,1
60503,1,1
60504,1,1
60505,1,1
60506,1,1
60507,1,1
60508,1,1
60509,1,1
60510,1,1
60511,1,1
60512,1,1
60513,1,1
60514,1,1
60515,1,1
60516,1,1
60517,1,1
60518,1,1
60519,1,1
60520,1,1
60521,1,1
60522,1,1
60523,1,1
60524,1,1
60525,1,1
60526,1,1
60527,1,1
60528,1,1
60529,1,1
60530,1,1
60531,1,1
60532,1,1
60533,1,1
60534,1,1
60535,0,1
60536,0,1
60537,0,1
60538,0,1
60539,0,1
60540,0,1
60541,0,1
60542,0,1
60543,1,1
60544,1,1
60545,1,1
60546,1,1
60547,1,1
60548,1,1
60549,1,1
60550,1,1
60551,1,1
60552,1,1
60553,1,1
60554,1,0
60555,1,0
60556,1,0
60557,1,0
60558,1,0
60559,1,0
60560,1,0
60561,1,0
60562,1,0
60563,1,0
60564,1,0
60565,1,1
60566,1,1
60567,0,1
60568,0,1
60569,0,1
60570,0,1
60571,0,1
60572,0,1
60573,0,1
60574,0,1
60575,1,1
60576,1,1
60577,1,1
60578,1,1
60579,1,1
60580,1,1
60581,1,1
60582,1,1
60583,1,1
60584,1,1
60585,1,1
60586,1,1
60587,1,1
60588,1,1
60589,1,1
60590,1,1
60591,1,1
60592,1,1
60593,1,1
60594,1,1
60595,1,1
60596,1,1
60597,1,1
60598,1,1
60599,1,1
60600,1,1
60601,1,1
60602,1,1
60603,0,1
