,GazePointLeftX (ADCSpx),GazePointRightX (ADCSpx),GazeEventType
132962,983.0,1085.0,Saccade
132963,931.0,1058.0,Saccade
132964,935.0,1059.0,Unclassified
132965,951.0,1060.0,Unclassified
132966,954.0,1072.0,Saccade
132967,996.0,1078.0,Saccade
132968,996.0,1078.0,Saccade
132969,993.0,1068.0,Unclassified
132970,988.0,1067.0,Unclassified
132971,996.0,1060.0,Saccade
132972,1076.0,1193.0,Saccade
132973,1213.0,1330.0,Saccade
132974,1319.0,,Saccade
132975,1451.0,1404.0,Saccade
132976,1517.0,1662.0,Saccade
132977,1487.0,1662.0,Fixation
132978,1488.0,1655.0,Fixation
132979,,1649.0,Fixation
132980,1496.0,1649.0,Fixation
132981,1496.0,1658.0,Fixation
132982,,1653.0,Fixation
132983,1520.0,1651.0,Fixation
132984,1527.0,1651.0,Fixation
132985,1518.0,1671.0,Fixation
132986,1511.0,1671.0,Saccade
132987,1511.0,1664.0,Fixation
132988,1521.0,1653.0,Fixation
132989,1515.0,1659.0,Fixation
132990,1514.0,1665.0,Fixation
132991,1507.0,1661.0,Fixation
132992,1518.0,1667.0,Fixation
132993,1529.0,1662.0,Fixation
132994,1526.0,1662.0,Fixation
132995,1518.0,1661.0,Fixation
132996,1491.0,1663.0,Fixation
132997,1491.0,1659.0,Fixation
132998,1514.0,1670.0,Saccade
132999,1520.0,1709.0,Saccade
133000,1622.0,1768.0,Saccade
133001,1646.0,,Fixation
133002,1641.0,1776.0,Fixation
133003,1646.0,1773.0,Fixation
133004,1673.0,1785.0,Fixation
133005,1675.0,1785.0,Fixation
133006,1674.0,1788.0,Fixation
133007,1629.0,1823.0,Fixation
133008,1629.0,1823.0,Fixation
133009,1635.0,1825.0,Fixation
133010,1643.0,1764.0,Fixation
133011,1643.0,1752.0,Fixation
133012,1641.0,1753.0,Fixation
133013,1644.0,1787.0,Fixation
133014,1650.0,1789.0,Saccade
133015,1600.0,1780.0,Saccade
133016,1578.0,1778.0,Saccade
133017,1535.0,1735.0,Saccade
133018,1572.0,1662.0,Saccade
133019,1573.0,1662.0,Saccade
133020,1486.0,1660.0,Saccade
133021,1475.0,1658.0,Unclassified
133022,1458.0,1654.0,Unclassified
133023,1459.0,1656.0,Saccade
133024,1587.0,1655.0,Saccade
133025,1587.0,1655.0,Unclassified
133026,1584.0,1654.0,Saccade
133027,1500.0,1646.0,Saccade
133028,1483.0,1651.0,Unclassified
133029,1489.0,1644.0,Saccade
133030,1568.0,1646.0,Saccade
133031,1568.0,1646.0,Saccade
133032,1456.0,1650.0,Saccade
133033,1456.0,1663.0,Fixation
133034,1472.0,1663.0,Fixation
133035,1475.0,1662.0,Fixation
133036,1470.0,1672.0,Fixation
133037,1490.0,1675.0,Fixation
133038,1485.0,1671.0,Fixation
133039,1497.0,1660.0,Fixation
133040,1509.0,1661.0,Fixation
133041,1507.0,1667.0,Fixation
133042,1520.0,1682.0,Fixation
133043,1570.0,1679.0,Fixation
133044,1499.0,1674.0,Fixation
133045,1500.0,1677.0,Fixation
133046,,1672.0,Fixation
133047,1573.0,1674.0,Fixation
133048,1495.0,1672.0,Fixation
133049,1507.0,1682.0,Fixation
133050,1492.0,1686.0,Fixation
133051,1490.0,1686.0,Fixation
133052,1481.0,1694.0,Fixation
133053,1485.0,1691.0,Fixation
133054,1468.0,1697.0,Saccade
133055,1518.0,1566.0,Saccade
133056,1259.0,1447.0,Saccade
133057,1050.0,1259.0,Saccade
133058,,1086.0,Saccade
133059,895.0,952.0,Saccade
133060,801.0,873.0,Saccade
133061,802.0,867.0,Unclassified
133062,769.0,,Unclassified
133063,780.0,854.0,Unclassified
133064,780.0,856.0,Unclassified
133065,776.0,,Saccade
133066,774.0,856.0,Fixation
133067,774.0,856.0,Fixation
133068,807.0,833.0,Fixation
133069,656.0,833.0,Fixation
133070,736.0,833.0,Fixation
133071,736.0,840.0,Fixation
133072,812.0,844.0,Fixation
133073,811.0,845.0,Fixation
133074,814.0,841.0,Fixation
133075,808.0,845.0,Fixation
133076,806.0,846.0,Fixation
133077,805.0,849.0,Fixation
133078,812.0,846.0,Fixation
133079,807.0,849.0,Fixation
133080,806.0,852.0,Saccade
133081,723.0,845.0,Saccade
133082,738.0,854.0,Saccade
133083,650.0,773.0,Saccade
133084,611.0,705.0,Saccade
133085,609.0,688.0,Unclassified
133086,593.0,700.0,Saccade
133087,594.0,706.0,Saccade
133088,609.0,708.0,Unclassified
133089,630.0,692.0,Unclassified
133090,625.0,680.0,Saccade
133091,597.0,658.0,Saccade
133092,576.0,657.0,Unclassified
133093,583.0,659.0,Unclassified
133094,551.0,675.0,Unclassified
133095,558.0,684.0,Saccade
133096,608.0,694.0,Saccade
133097,609.0,692.0,Unclassified
133098,596.0,686.0,Unclassified
133099,499.0,682.0,Unclassified
133100,559.0,684.0,Unclassified
133101,576.0,687.0,Unclassified
133102,627.0,682.0,Unclassified
133103,626.0,680.0,Unclassified
133104,646.0,700.0,Saccade
133105,591.0,708.0,Saccade
133106,634.0,704.0,Fixation
133107,617.0,695.0,Fixation
133108,617.0,691.0,Fixation
