Timestamp,GazeEventType,Focus
23810,0,1
23811,1,1
23812,1,1
23813,1,1
23814,1,1
23815,1,1
23816,1,1
23817,1,1
23818,1,1
23819,1,1
23820,1,1
23821,1,1
23822,1,1
23823,1,1
23824,1,1
23825,0,1
23826,0,1
23827,0,1
23828,0,1
23829,0,1
23830,0,1
23831,0,1
23832,0,1
23833,0,1
23834,0,1
23835,0,1
23836,0,1
23837,0,1
23838,0,1
23839,0,1
23840,0,1
23841,0,1
23842,0,1
23843,0,1
23844,0,1
23845,0,1
23846,0,1
23847,0,1
23848,0,1
23849,1,1
23850,1,1
23851,1,1
23852,1,1
23853,1,1
23854,1,1
23855,1,1
23856,1,1
23857,1,1
23858,1,1
23859,1,1
23860,1,1
23861,1,1
23862,1,1
23863,1,1
23864,1,1
23865,1,1
23866,1,1
23867,1,1
23868,1,1
23869,1,1
23870,0,1
23871,0,1
23872,0,1
23873,0,1
23874,0,1
23875,0,1
23876,0,1
23877,1,1
23878,1,1
23879,1,1
23880,1,1
23881,1,1
23882,1,1
23883,1,1
23884,1,1
23885,1,1
23886,1,1
23887,1,1
23888,1,1
23889,1,1
23890,1,1
23891,1,1
23892,1,1
23893,0,1
23894,0,1
23895,0,1
23896,0,1
23897,0,1
23898,0,1
23899,0,1
23900,0,1
23901,1,1
23902,1,1
23903,1,1
23904,1,1
23905,1,1
23906,1,1
23907,1,1
23908,1,1
23909,1,1
23910,1,1
23911,1,1
23912,0,1
23913,0,1
23914,0,1
23915,0,1
23916,0,1
23917,0,1
23918,0,1
23919,0,1
23920,0,1
23921,0,1
23922,0,1
23923,0,1
23924,0,1
23925,0,1
23926,0,1
23927,0,1
23928,0,1
23929,1,1
23930,1,1
23931,1,1
23932,1,1
23933,1,1
23934,1,1
23935,1,1
23936,1,1
23937,1,1
23938,1,1
23939,1,1
23940,1,1
23941,1,1
23942,1,1
23943,0,1
23944,0,1
23945,0,1
23946,0,1
23947,1,1
23948,1,1
23949,1,1
23950,1,1
23951,1,1
23952,1,1
23953,1,1
23954,1,1
23955,1,1
23956,1,1
23957,1,1
23958,1,1
23959,1,1
23960,1,1
23961,1,1
23962,1,1
23963,1,1
23964,0,1
23965,0,1
23966,0,1
23967,1,1
23968,1,1
23969,1,1
23970,1,1
23971,1,1
23972,1,1
23973,1,1
23974,1,1
23975,1,1
23976,1,1
23977,1,1
23978,1,1
23979,0,1
23980,0,1
23981,0,1
23982,0,1
23983,0,1
23984,0,1
23985,0,1
23986,0,1
23987,0,1
23988,0,1
23989,0,1
23990,0,1
23991,0,1
23992,0,1
23993,0,1
23994,0,1
23995,1,1
23996,1,1
23997,1,1
23998,1,1
23999,1,1
24000,1,1
24001,1,1
24002,1,1
24003,1,1
24004,1,1
24005,1,1
24006,1,1
24007,0,1
24008,0,1
24009,0,1
24010,0,1
24011,0,1
24012,0,1
24013,0,1
24014,1,1
24015,1,1
24016,1,1
24017,1,1
24018,1,1
24019,1,1
24020,1,1
24021,1,1
24022,1,1
24023,1,1
24024,1,1
24025,1,1
24026,1,1
24027,1,1
24028,1,1
24029,1,1
24030,1,1
24031,1,1
24032,1,1
24033,1,1
24034,1,1
24035,0,1
24036,0,1
24037,0,1
24038,1,1
24039,1,1
24040,1,1
24041,1,1
24042,1,1
24043,1,1
24044,1,1
24045,1,1
24046,1,1
24047,1,1
24048,1,1
24049,1,1
24050,1,1
24051,1,1
24052,1,1
24053,1,1
24054,1,1
24055,1,1
24056,1,1
24057,1,1
24058,0,1
24059,0,1
24060,0,1
24061,0,1
24062,1,1
24063,1,1
24064,1,1
24065,1,1
24066,1,1
24067,1,1
24068,1,1
24069,1,1
24070,1,1
24071,1,1
24072,1,1
24073,1,1
24074,1,1
24075,1,1
24076,1,1
24077,1,1
24078,0,1
24079,0,1
24080,0,1
24081,0,1
24082,0,1
24083,1,1
24084,1,1
24085,1,1
24086,1,1
24087,1,1
24088,1,1
24089,1,1
24090,1,1
24091,1,1
24092,1,1
24093,1,1
24094,1,1
24095,1,1
24096,1,1
24097,1,1
24098,1,1
24099,1,1
24100,1,1
24101,1,1
24102,1,1
24103,1,1
24104,1,1
24105,1,1
24106,1,1
24107,1,1
24108,1,1
24109,1,1
24110,1,1
24111,1,1
24112,1,1
24113,1,1
24114,0,1
24115,0,1
24116,0,1
24117,0,1
24118,0,1
24119,1,1
24120,1,1
24121,1,1
24122,1,1
24123,1,1
24124,1,1
24125,1,1
24126,1,1
24127,1,1
24128,1,1
24129,1,1
24130,1,1
24131,1,1
24132,1,1
