Timestamp,GazeEventType,Focus
87020,1,1
87021,1,1
87022,1,1
87023,1,1
87024,1,1
87025,1,1
87026,1,1
87027,1,1
87028,1,1
87029,1,1
87030,1,1
87031,1,1
87032,1,1
87033,1,1
87034,0,1
87035,0,1
87036,0,1
87037,0,1
87038,0,1
87039,0,1
87040,0,1
87041,1,1
87042,1,1
87043,1,1
87044,1,1
87045,1,1
87046,1,1
87047,1,1
87048,1,1
87049,1,1
87050,1,1
87051,1,1
87052,1,1
87053,1,1
87054,1,1
87055,1,1
87056,0,1
87057,0,1
87058,0,1
87059,0,1
87060,0,1
87061,0,1
87062,0,1
87063,0,1
87064,0,1
87065,0,1
87066,0,1
87067,0,1
87068,0,1
87069,0,1
87070,0,1
87071,0,1
87072,0,1
87073,0,1
87074,0,1
87075,0,1
87076,0,1
87077,0,1
87078,0,1
87079,0,1
87080,0,1
87081,0,1
87082,0,1
87083,0,1
87084,1,1
87085,1,1
87086,1,1
87087,1,1
87088,1,1
87089,1,1
87090,1,1
87091,1,1
87092,1,1
87093,1,1
87094,1,1
87095,1,1
87096,1,1
87097,1,1
87098,1,1
87099,1,1
87100,1,1
87101,0,1
87102,0,1
87103,0,1
87104,0,1
87105,1,1
87106,1,1
87107,1,1
87108,1,1
87109,1,1
87110,1,1
87111,1,1
87112,1,1
87113,1,1
87114,1,1
87115,1,1
87116,1,1
87117,1,1
87118,1,1
87119,1,1
87120,1,1
87121,1,1
87122,1,1
87123,1,1
87124,1,1
87125,1,1
87126,1,1
87127,1,1
87128,1,1
87129,1,1
87130,1,1
87131,1,1
87132,1,1
87133,1,1
87134,1,1
87135,1,1
87136,1,1
87137,1,1
87138,1,1
87139,1,1
87140,1,1
87141,1,1
87142,0,1
87143,0,1
87144,0,1
87145,0,1
87146,0,1
87147,0,1
87148,0,1
87149,1,1
87150,1,1
87151,1,1
87152,1,1
87153,1,1
87154,1,1
87155,1,1
87156,1,1
87157,0,1
87158,1,1
87159,1,1
87160,1,1
87161,1,1
87162,1,1
87163,1,1
87164,1,1
87165,1,1
87166,1,1
87167,1,1
87168,1,1
87169,1,1
87170,1,1
87171,1,1
87172,1,1
87173,1,1
87174,1,1
87175,1,1
87176,1,1
87177,0,1
87178,0,1
87179,0,1
87180,0,1
87181,1,1
87182,1,1
87183,1,1
87184,1,1
87185,1,1
87186,1,1
87187,1,1
87188,1,1
87189,1,1
87190,1,1
87191,1,1
87192,1,1
87193,1,1
87194,1,1
87195,1,1
87196,1,1
87197,1,1
87198,1,1
87199,1,1
87200,1,1
87201,1,1
87202,1,1
87203,1,1
87204,1,1
87205,1,1
87206,1,1
87207,1,1
87208,0,1
87209,0,1
87210,0,1
87211,0,1
87212,0,1
87213,0,1
87214,0,1
87215,0,1
87216,0,1
87217,0,1
87218,0,1
87219,0,1
87220,0,1
87221,0,1
87222,0,1
87223,1,1
87224,1,1
87225,1,1
87226,1,1
87227,1,1
87228,1,1
87229,1,1
87230,1,1
87231,1,1
87232,1,1
87233,1,1
87234,1,1
87235,1,1
87236,1,1
87237,1,1
87238,1,1
87239,1,1
87240,1,1
87241,1,1
87242,1,1
87243,1,1
87244,1,1
87245,1,1
87246,1,1
87247,1,1
87248,1,1
87249,1,1
87250,1,1
87251,1,1
87252,1,1
87253,0,1
87254,0,1
87255,0,1
87256,0,1
87257,0,1
87258,0,1
87259,0,1
87260,0,1
87261,0,1
87262,0,1
87263,0,1
87264,0,1
87265,0,1
87266,0,1
87267,0,1
87268,0,1
87269,0,1
87270,0,1
87271,0,1
87272,0,1
87273,0,1
87274,0,1
87275,0,1
87276,0,1
87277,0,1
87278,0,1
87279,0,1
87280,0,1
87281,0,1
87282,0,1
87283,0,1
87284,0,1
87285,0,1
87286,0,1
87287,0,1
87288,0,1
87289,0,1
87290,0,1
87291,0,1
87292,0,1
87293,0,1
87294,0,1
87295,0,1
87296,0,1
87297,0,1
87298,1,1
87299,1,1
87300,1,1
87301,1,1
87302,1,1
87303,1,1
87304,1,1
87305,1,1
87306,1,1
87307,1,1
87308,1,1
87309,1,1
87310,1,1
87311,1,1
87312,1,1
87313,1,1
87314,0,1
87315,0,1
87316,0,1
87317,0,1
87318,0,1
87319,0,1
87320,0,1
87321,0,1
87322,0,1
87323,0,1
87324,0,1
87325,0,1
87326,0,1
87327,0,1
87328,0,1
87329,0,1
87330,0,1
87331,0,1
87332,0,1
87333,0,1
87334,0,1
87335,0,1
87336,0,1
87337,0,1
87338,1,1
87339,1,1
87340,1,1
87341,1,1
87342,1,1
87343,1,1
87344,1,1
87345,1,1
87346,0,1
87347,0,1
87348,1,1
87349,1,1
87350,1,1
87351,1,1
87352,1,1
87353,1,1
87354,1,1
87355,1,1
87356,1,1
87357,1,1
87358,1,1
87359,1,1
87360,0,1
87361,0,1
87362,0,1
87363,0,1
87364,0,1
87365,0,1
87366,0,1
87367,0,1
87368,0,1
87369,0,1
87370,0,1
87371,0,1
87372,0,1
87373,0,1
87374,0,1
87375,0,1
87376,0,1
87377,0,1
87378,0,1
87379,0,1
87380,1,1
87381,1,1
87382,1,1
87383,1,1
87384,1,1
87385,1,1
87386,1,1
87387,1,1
87388,1,1
87389,1,1
87390,1,1
87391,0,1
87392,0,1
87393,1,1
87394,1,1
87395,1,1
87396,1,1
87397,1,1
87398,1,1
87399,1,1
87400,1,1
87401,1,1
87402,1,1
87403,1,1
87404,1,1
87405,0,1
87406,0,1
87407,0,1
87408,0,1
87409,0,1
87410,0,1
87411,0,1
87412,0,1
87413,0,1
87414,0,1
87415,0,1
87416,0,1
87417,0,1
87418,0,1
87419,0,1
87420,0,1
87421,0,1
87422,0,1
87423,0,1
87424,0,1
87425,0,1
87426,0,1
87427,0,1
87428,0,1
87429,0,1
87430,0,1
87431,0,1
87432,0,1
87433,0,1
87434,0,1
87435,0,1
87436,0,1
87437,0,1
87438,0,1
87439,0,1
87440,0,1
87441,0,1
87442,0,1
87443,0,1
87444,0,1
87445,0,1
87446,0,1
87447,0,1
87448,0,1
87449,0,1
87450,0,1
87451,0,1
87452,0,1
87453,0,1
87454,0,1
87455,0,1
87456,0,1
87457,0,1
87458,0,1
87459,0,1
87460,0,1
87461,0,1
87462,0,1
87463,0,1
87464,0,1
87465,0,1
87466,0,1
87467,0,1
87468,0,1
87469,0,1
87470,0,1
87471,0,1
87472,0,1
87473,0,1
87474,0,1
87475,0,1
87476,0,1
87477,0,1
87478,0,1
87479,0,1
87480,0,1
87481,0,1
87482,0,1
87483,0,1
87484,0,1
87485,0,1
87486,0,1
87487,0,1
87488,0,1
87489,0,1
87490,0,1
87491,0,1
87492,0,1
87493,0,1
87494,0,1
87495,0,1
87496,0,1
87497,0,1
87498,0,1
87499,0,1
87500,0,1
87501,0,1
87502,0,1
87503,0,1
87504,0,1
87505,0,1
87506,0,1
87507,0,1
87508,0,1
87509,1,1
87510,1,1
87511,1,1
87512,1,1
87513,1,1
87514,1,1
87515,1,1
87516,1,1
87517,0,1
87518,0,1
87519,0,1
87520,0,1
87521,0,1
87522,0,1
87523,0,1
87524,0,1
87525,0,1
87526,0,1
87527,0,1
87528,0,1
87529,0,1
87530,0,1
87531,0,1
87532,0,1
87533,0,1
87534,0,1
87535,0,1
87536,0,1
87537,0,1
87538,0,1
87539,0,1
87540,0,1
87541,0,1
87542,0,1
87543,1,1
87544,1,1
87545,1,1
87546,1,1
87547,1,1
87548,1,1
87549,1,1
87550,1,1
87551,0,1
87552,0,1
87553,0,1
87554,0,1
87555,0,1
87556,0,1
87557,1,1
87558,1,1
87559,1,1
87560,1,1
87561,1,1
87562,1,1
87563,1,1
87564,1,1
87565,0,1
87566,0,1
87567,0,1
87568,0,1
87569,0,1
87570,0,1
87571,0,1
87572,0,1
87573,0,1
87574,0,1
87575,0,1
87576,0,1
87577,0,1
87578,0,1
87579,0,1
87580,0,1
87581,0,1
87582,0,1
87583,0,1
87584,0,1
87585,0,1
87586,0,1
87587,0,1
87588,0,1
87589,0,1
87590,1,1
87591,1,1
87592,1,1
87593,1,1
87594,1,1
87595,1,1
87596,1,1
87597,1,1
87598,1,1
87599,1,1
87600,1,1
87601,1,1
87602,1,1
87603,1,1
87604,1,1
87605,1,1
87606,1,1
87607,1,1
87608,0,1
87609,0,1
