Timestamp,GazeEventType,Focus
156145,1,1
156146,1,1
156147,1,1
156148,1,1
156149,0,1
156150,0,1
156151,0,1
156152,0,1
156153,0,1
156154,1,1
156155,1,1
156156,1,1
156157,1,1
156158,1,1
156159,1,1
156160,1,1
156161,1,1
156162,1,1
156163,1,1
156164,1,1
156165,1,1
156166,1,1
156167,1,1
156168,1,1
156169,1,1
156170,1,1
156171,1,1
156172,1,1
156173,1,1
156174,1,1
156175,1,1
156176,0,1
156177,0,1
156178,1,1
156179,1,1
156180,1,1
156181,1,1
156182,1,1
156183,1,1
156184,1,1
156185,1,1
156186,1,1
156187,1,1
156188,1,1
156189,1,1
156190,1,1
156191,1,1
156192,1,1
156193,1,1
156194,1,1
156195,1,1
156196,1,1
156197,1,1
156198,1,1
156199,1,1
156200,1,1
156201,1,1
156202,1,1
156203,0,1
156204,0,1
156205,1,1
156206,1,1
156207,1,1
156208,1,1
156209,1,1
156210,1,1
156211,1,1
156212,1,1
156213,1,1
156214,1,1
156215,1,1
156216,1,1
156217,1,1
156218,1,1
156219,1,1
156220,1,1
156221,1,1
156222,1,1
156223,1,1
156224,1,1
156225,1,1
156226,1,1
156227,1,1
156228,1,1
156229,1,1
156230,1,1
156231,1,1
156232,1,1
156233,1,1
156234,1,1
156235,1,1
156236,1,1
156237,0,1
156238,0,1
156239,0,1
156240,0,1
156241,0,1
156242,1,1
156243,1,1
156244,1,1
156245,1,1
156246,1,1
156247,1,1
156248,1,1
156249,1,1
156250,1,1
156251,1,1
156252,1,1
156253,1,1
156254,1,1
156255,1,1
156256,0,1
156257,0,1
156258,0,1
156259,0,1
156260,0,1
156261,0,1
156262,0,1
156263,0,1
156264,0,1
156265,1,1
156266,1,1
156267,1,1
156268,1,1
156269,1,1
156270,1,1
156271,1,1
156272,1,1
156273,1,1
156274,1,1
156275,1,1
156276,1,1
156277,1,1
156278,1,1
156279,0,1
156280,0,1
156281,0,1
156282,0,1
156283,0,1
156284,0,1
156285,0,1
156286,0,1
156287,0,1
156288,0,1
156289,0,1
156290,0,1
156291,0,1
156292,0,1
156293,0,1
156294,0,1
156295,0,1
156296,0,1
156297,0,1
156298,0,1
156299,1,1
156300,1,1
156301,1,1
156302,1,1
156303,1,1
156304,1,1
156305,1,1
156306,1,1
156307,1,1
156308,1,1
156309,1,1
156310,1,1
156311,1,1
156312,1,1
156313,1,1
156314,1,1
156315,1,1
156316,1,1
156317,1,1
156318,1,1
156319,1,1
156320,1,1
156321,1,1
156322,1,1
156323,1,1
156324,1,1
156325,1,1
156326,0,1
156327,0,1
156328,0,1
156329,0,1
156330,0,1
156331,0,1
156332,0,1
156333,0,1
156334,0,1
156335,0,1
156336,0,1
156337,1,1
156338,1,1
156339,1,1
156340,1,1
156341,1,1
156342,1,1
156343,1,1
156344,1,1
156345,1,1
156346,1,1
156347,1,1
156348,1,1
156349,1,1
156350,1,1
156351,0,1
156352,0,1
156353,0,1
156354,0,1
156355,0,1
156356,1,1
156357,1,1
156358,1,1
156359,1,1
156360,1,1
156361,1,1
156362,1,1
156363,1,1
156364,1,1
156365,0,1
156366,0,1
156367,0,1
156368,0,1
156369,0,1
156370,0,1
156371,0,1
156372,0,1
156373,0,1
156374,0,1
156375,1,1
156376,1,1
156377,1,1
156378,1,1
156379,1,1
156380,1,1
156381,1,1
156382,1,1
156383,1,1
156384,1,1
156385,1,1
156386,1,1
156387,1,1
156388,1,1
156389,1,1
156390,1,1
156391,1,1
156392,1,1
156393,1,1
156394,1,1
156395,1,1
156396,1,1
156397,1,1
