,GazePointLeftX (ADCSpx),GazePointRightX (ADCSpx),GazeEventType
145761,1266.0,1210.0,Fixation
145762,1262.0,1202.0,Fixation
145763,1259.0,1200.0,Fixation
145764,1266.0,1200.0,Fixation
145765,1258.0,1217.0,Fixation
145766,1258.0,1211.0,Fixation
145767,1253.0,1208.0,Fixation
145768,1257.0,1212.0,Fixation
145769,1257.0,1211.0,Fixation
145770,1267.0,1208.0,Fixation
145771,1270.0,1206.0,Fixation
145772,1262.0,1208.0,Fixation
145773,1269.0,1221.0,Saccade
145774,,1213.0,Unclassified
145775,,,Unclassified
145776,,,Unclassified
145777,,,Unclassified
145778,,,Unclassified
145779,,,Unclassified
145780,,,Unclassified
145781,,,Unclassified
145782,,,Unclassified
145783,,,Unclassified
145784,,,Unclassified
145785,,,Unclassified
145786,,,Unclassified
145787,,,Unclassified
145788,,,Unclassified
145789,,,Unclassified
145790,,,Unclassified
145791,,,Unclassified
145792,,,Unclassified
145793,,,Unclassified
145794,,,Unclassified
145795,,,Unclassified
145796,,,Unclassified
145797,,,Unclassified
145798,,,Unclassified
145799,,,Unclassified
145800,,1219.0,Unclassified
145801,,1234.0,Unclassified
145802,,1234.0,Saccade
145803,1261.0,1242.0,Unclassified
145804,1239.0,1245.0,Saccade
145805,1288.0,1245.0,Saccade
145806,1279.0,1245.0,Fixation
145807,1288.0,1255.0,Fixation
145808,1274.0,1252.0,Fixation
145809,1270.0,1252.0,Fixation
145810,1193.0,1234.0,Fixation
145811,1225.0,1231.0,Fixation
145812,1234.0,1243.0,Fixation
145813,1296.0,1243.0,Fixation
145814,1292.0,1246.0,Fixation
145815,1267.0,1242.0,Fixation
145816,1264.0,1232.0,Fixation
145817,1264.0,1235.0,Fixation
145818,1282.0,1233.0,Fixation
145819,1280.0,1240.0,Fixation
145820,1282.0,1246.0,Fixation
145821,1273.0,1248.0,Fixation
145822,1269.0,1251.0,Fixation
145823,1272.0,1250.0,Fixation
145824,1275.0,1250.0,Fixation
145825,1274.0,1243.0,Fixation
145826,1270.0,1243.0,Fixation
145827,1273.0,1239.0,Fixation
145828,1270.0,1242.0,Fixation
145829,1269.0,1244.0,Fixation
145830,1272.0,1252.0,Fixation
145831,1282.0,1247.0,Fixation
145832,1277.0,1244.0,Fixation
145833,1280.0,1237.0,Fixation
145834,1276.0,1238.0,Fixation
145835,1277.0,1238.0,Fixation
145836,1280.0,1240.0,Fixation
145837,1286.0,1230.0,Fixation
145838,1276.0,1230.0,Fixation
145839,1271.0,1227.0,Fixation
145840,1260.0,1230.0,Fixation
145841,1270.0,1236.0,Fixation
145842,1269.0,1242.0,Fixation
145843,1277.0,1239.0,Fixation
145844,1278.0,1239.0,Fixation
145845,1281.0,1232.0,Fixation
145846,1286.0,1235.0,Fixation
145847,1286.0,1237.0,Fixation
145848,1285.0,1244.0,Fixation
145849,1271.0,1245.0,Fixation
145850,1269.0,1245.0,Fixation
145851,1275.0,1245.0,Fixation
145852,1278.0,1240.0,Fixation
145853,1275.0,1235.0,Fixation
145854,1275.0,1242.0,Saccade
145855,1302.0,1266.0,Saccade
145856,1336.0,1292.0,Saccade
145857,1371.0,1316.0,Saccade
145858,1393.0,1333.0,Saccade
145859,1392.0,1336.0,Fixation
145860,1394.0,1330.0,Fixation
145861,1394.0,1329.0,Fixation
145862,1398.0,1326.0,Fixation
145863,1394.0,1339.0,Fixation
145864,1400.0,1332.0,Fixation
