,GazePointLeftX (ADCSpx),GazePointRightX (ADCSpx),GazeEventType
8942,,,Unclassified
8943,,,Unclassified
8944,,,Unclassified
8945,,,Unclassified
8946,,,Unclassified
8947,,,Unclassified
8948,,1155.0,Unclassified
8949,,,Saccade
8950,,,Saccade
8951,898.0,,Saccade
8952,,1131.0,Unclassified
8953,,1135.0,Saccade
8954,853.0,1079.0,Saccade
8955,817.0,999.0,Saccade
8956,815.0,790.0,Saccade
8957,597.0,768.0,Saccade
8958,641.0,732.0,Unclassified
8959,593.0,737.0,Unclassified
8960,619.0,756.0,Saccade
8961,619.0,780.0,Saccade
8962,650.0,788.0,Saccade
8963,611.0,784.0,Saccade
8964,601.0,777.0,Unclassified
8965,602.0,776.0,Saccade
8966,624.0,781.0,Saccade
8967,624.0,799.0,Saccade
8968,683.0,791.0,Saccade
8969,690.0,786.0,Fixation
8970,692.0,774.0,Fixation
8971,690.0,783.0,Fixation
8972,678.0,784.0,Fixation
8973,672.0,784.0,Fixation
8974,670.0,780.0,Fixation
8975,676.0,782.0,Fixation
8976,682.0,782.0,Fixation
8977,688.0,783.0,Fixation
8978,692.0,789.0,Fixation
8979,682.0,791.0,Fixation
8980,672.0,791.0,Fixation
8981,652.0,798.0,Fixation
8982,645.0,798.0,Fixation
8983,687.0,783.0,Fixation
8984,686.0,785.0,Fixation
8985,686.0,780.0,Fixation
8986,688.0,803.0,Fixation
8987,694.0,803.0,Fixation
8988,682.0,800.0,Fixation
8989,700.0,800.0,Fixation
8990,700.0,794.0,Fixation
8991,682.0,789.0,Fixation
8992,635.0,792.0,Fixation
8993,650.0,791.0,Fixation
8994,647.0,793.0,Fixation
8995,651.0,785.0,Fixation
8996,659.0,785.0,Fixation
8997,652.0,788.0,Fixation
8998,651.0,791.0,Fixation
8999,637.0,789.0,Fixation
9000,613.0,803.0,Fixation
9001,674.0,790.0,Saccade
9002,821.0,978.0,Saccade
9003,1006.0,1160.0,Saccade
9004,1125.0,1276.0,Saccade
9005,1165.0,1325.0,Saccade
9006,1157.0,1329.0,Fixation
9007,1214.0,1326.0,Fixation
9008,1148.0,1283.0,Fixation
9009,1145.0,1298.0,Fixation
9010,,1294.0,Fixation
9011,1208.0,1292.0,Fixation
9012,1209.0,1302.0,Fixation
9013,1151.0,1311.0,Fixation
9014,1218.0,1314.0,Fixation
9015,1218.0,1276.0,Fixation
9016,1148.0,1276.0,Fixation
9017,1152.0,1278.0,Fixation
9018,1156.0,1322.0,Fixation
9019,1210.0,1329.0,Fixation
9020,1208.0,1330.0,Fixation
9021,1208.0,1323.0,Fixation
9022,1201.0,1305.0,Fixation
9023,1154.0,1304.0,Fixation
9024,1158.0,1298.0,Saccade
9025,1229.0,1301.0,Saccade
9026,1240.0,1304.0,Unclassified
9027,1240.0,1308.0,Unclassified
9028,1245.0,1308.0,Unclassified
9029,1241.0,1320.0,Unclassified
9030,1241.0,1326.0,Saccade
9031,1234.0,1345.0,Saccade
9032,1284.0,1431.0,Saccade
9033,1407.0,1542.0,Saccade
9034,1484.0,1619.0,Saccade
9035,1589.0,1700.0,Saccade
9036,1589.0,1675.0,Saccade
9037,1604.0,1667.0,Saccade
9038,1550.0,1652.0,Saccade
9039,1546.0,1652.0,Saccade
9040,,,Unclassified
9041,1550.0,1650.0,Unclassified
9042,1549.0,1649.0,Saccade
9043,1563.0,1649.0,Saccade
9044,1530.0,1656.0,Fixation
9045,1531.0,1650.0,Fixation
9046,1537.0,1656.0,Fixation
9047,1540.0,1647.0,Fixation
9048,1539.0,1606.0,Fixation
9049,1541.0,1606.0,Fixation
9050,1543.0,1647.0,Fixation
9051,1533.0,1652.0,Fixation
9052,1575.0,1649.0,Saccade
9053,1575.0,1656.0,Fixation
9054,1573.0,1651.0,Fixation
9055,1566.0,1656.0,Fixation
9056,1571.0,1661.0,Fixation
9057,1568.0,1637.0,Fixation
9058,1529.0,1638.0,Fixation
9059,1557.0,1658.0,Fixation
9060,1555.0,1644.0,Fixation
9061,1542.0,1644.0,Fixation
9062,1576.0,1645.0,Fixation
9063,1574.0,1644.0,Fixation
9064,1579.0,1647.0,Fixation
9065,1579.0,1660.0,Fixation
9066,1556.0,1666.0,Fixation
9067,1553.0,1661.0,Fixation
9068,1554.0,1658.0,Fixation
9069,1576.0,1650.0,Fixation
9070,1570.0,1647.0,Fixation
9071,1571.0,1649.0,Fixation
9072,1573.0,1655.0,Fixation
9073,1558.0,1649.0,Saccade
9074,1582.0,1654.0,Saccade
9075,1582.0,1652.0,Unclassified
